"time_key","transactions","monthly_revenue","avg_transaction_value"
T015652,14,1288.25,92.01785714285714
T015653,14,1611.0,115.07142857142857
T015654,8,774.5,96.8125
T015655,9,1035.0,115.0
T015656,6,631.25,105.20833333333333
T015657,9,981.0,109.0
T015658,8,750.75,93.84375
T015659,10,927.5,92.75
T01566,9,425.25,47.25
T015660,4,504.0,126.0
T015661,8,748.0,93.5
T015662,17,1931.25,113.6029411764706
T015663,12,1046.75,87.22916666666667
T015664,10,1284.5,128.45
T015665,10,1164.25,116.425
T015666,11,1280.25,116.38636363636364
T015667,12,1583.0,131.91666666666666
T015668,9,854.0,94.88888888888889
T015669,11,1080.5,98.22727272727273
T01567,4,307.0,76.75
T015670,4,321.75,80.4375
T015671,5,707.5,141.5
T015672,9,809.5,89.94444444444444
T015673,12,1125.25,93.77083333333333
T015674,6,469.75,78.29166666666667
T015675,11,1734.0,157.63636363636363
T015676,14,1519.25,108.51785714285714
T015677,9,718.0,79.77777777777777
T015678,12,1532.0,127.66666666666667
T015679,7,416.5,59.5
T01568,8,499.25,62.40625
T015680,12,1313.0,109.41666666666667
T015681,12,1300.5,108.375
T015682,13,1336.0,102.76923076923077
T015683,7,698.5,99.78571428571429
T015684,9,771.0,85.66666666666667
T015685,13,1551.25,119.32692307692308
T015686,8,704.5,88.0625
T015687,9,703.75,78.19444444444444
T015688,9,616.25,68.47222222222223
T015689,8,1172.0,146.5
T01569,8,678.75,84.84375
T015690,8,895.0,111.875
T015691,17,1883.25,110.77941176470588
T015692,12,995.5,82.95833333333333
T015693,12,1306.0,108.83333333333333
T015694,10,948.25,94.825
T015695,8,563.5,70.4375
T015696,8,566.0,70.75
T015697,4,521.0,130.25
T015698,9,959.5,106.61111111111111
T015699,6,966.0,161.0
T01570,14,1108.5,79.17857142857143
T015700,13,1265.0,97.3076923076923
T015701,11,951.25,86.47727272727273
T015702,12,1437.25,119.77083333333333
T015703,12,1079.0,89.91666666666667
T015704,11,967.0,87.9090909090909
T015705,15,1558.25,103.88333333333334
T015706,11,938.5,85.31818181818181
T015707,6,541.0,90.16666666666667
T015708,9,741.0,82.33333333333333
T015709,9,846.0,94.0
T01571,11,1529.5,139.04545454545453
T015710,6,827.0,137.83333333333334
T015711,13,1763.5,135.65384615384616
T015712,6,804.25,134.04166666666666
T015713,13,1315.75,101.21153846153847
T015714,12,1229.5,102.45833333333333
T015715,9,1266.0,140.66666666666666
T015716,7,818.0,116.85714285714286
T015717,16,1587.25,99.203125
T015718,17,1786.25,105.07352941176471
T015719,10,1457.0,145.7
T01572,13,1560.5,120.03846153846153
T015720,11,1250.0,113.63636363636364
T015721,12,1508.0,125.66666666666667
T015722,7,824.0,117.71428571428571
T015723,11,864.5,78.5909090909091
T015724,9,782.25,86.91666666666667
T015725,13,1539.75,118.4423076923077
T015726,9,865.25,96.13888888888889
T015727,10,740.75,74.075
T015728,10,1278.5,127.85
T015729,11,1130.25,102.75
T01573,8,1050.5,131.3125
T015730,8,797.75,99.71875
T015731,8,709.0,88.625
T015732,15,2411.5,160.76666666666668
T015733,8,554.0,69.25
T015734,15,1243.5,82.9
T015735,9,931.5,103.5
T015736,17,1722.25,101.30882352941177
T015737,11,1217.5,110.68181818181819
T015738,14,1524.75,108.91071428571429
T015739,15,1454.25,96.95
T01574,10,1242.5,124.25
T015740,5,505.0,101.0
T015741,12,1043.0,86.91666666666667
T015742,4,562.0,140.5
T015743,8,707.25,88.40625
T015744,10,774.75,77.475
T015745,14,1612.5,115.17857142857143
T015746,20,1626.0,81.3
T015747,7,681.0,97.28571428571429
T015748,8,587.0,73.375
T015749,8,1540.25,192.53125
T01575,3,500.0,166.66666666666666
T015750,14,1461.0,104.35714285714286
T015751,11,1078.0,98.0
T015752,5,591.0,118.2
T015753,8,1248.5,156.0625
T015754,13,991.75,76.28846153846153
T015755,9,933.5,103.72222222222223
T015756,8,1077.5,134.6875
T015757,11,1341.5,121.95454545454545
T015758,7,516.0,73.71428571428571
T015759,5,657.0,131.4
T01576,13,1765.0,135.76923076923077
T015760,7,933.75,133.39285714285714
T015761,10,911.5,91.15
T015762,11,851.0,77.36363636363636
T015763,5,383.0,76.6
T015764,6,1478.25,246.375
T015765,8,1017.0,127.125
T015766,5,555.0,111.0
T015767,5,614.0,122.8
T015768,12,1680.25,140.02083333333334
T015769,10,803.5,80.35
T01577,12,1293.0,107.75
T015770,16,2523.25,157.703125
T015771,6,458.25,76.375
T015772,9,1268.0,140.88888888888889
T015773,9,625.25,69.47222222222223
T015774,8,1268.75,158.59375
T015775,12,1169.0,97.41666666666667
T015776,16,2091.5,130.71875
T015777,9,1076.5,119.61111111111111
T015778,10,1094.5,109.45
T015779,9,623.0,69.22222222222223
T01578,6,760.5,126.75
T015780,6,510.0,85.0
T015781,10,838.0,83.8
T015782,13,1301.0,100.07692307692308
T015783,13,1432.5,110.1923076923077
T015784,10,1369.5,136.95
T015785,6,612.5,102.08333333333333
T015786,6,652.25,108.70833333333333
T015787,9,982.25,109.13888888888889
T015788,15,1157.0,77.13333333333334
T015789,8,775.0,96.875
T01579,7,705.5,100.78571428571429
T015790,11,1271.0,115.54545454545455
T015791,15,1840.75,122.71666666666667
T015792,12,1012.0,84.33333333333333
T015793,12,1613.25,134.4375
T015794,7,397.0,56.714285714285715
T015795,15,1811.25,120.75
T015796,7,1218.0,174.0
T015797,4,455.5,113.875
T015798,13,1557.25,119.78846153846153
T015799,11,1105.25,100.47727272727273
T01580,12,1456.5,121.375
T015800,10,961.75,96.175
T015801,6,651.25,108.54166666666667
T015802,6,795.5,132.58333333333334
T015803,7,881.5,125.92857142857143
T015804,12,1463.5,121.95833333333333
T015805,11,1358.0,123.45454545454545
T015806,10,663.75,66.375
T015807,8,818.75,102.34375
T015808,10,999.0,99.9
T015809,11,1048.25,95.29545454545455
T01581,14,1147.0,81.92857142857143
T015810,10,768.75,76.875
T015811,15,2368.0,157.86666666666667
T015812,9,843.25,93.69444444444444
T015813,10,1047.0,104.7
T015814,8,1175.5,146.9375
T015815,8,630.5,78.8125
T015816,11,993.0,90.27272727272727
T015817,11,1403.0,127.54545454545455
T015818,16,1675.5,104.71875
T015819,12,913.75,76.14583333333333
T01582,12,1237.0,103.08333333333333
T015820,11,1192.5,108.4090909090909
T015821,15,1365.75,91.05
T015822,6,548.5,91.41666666666667
T015823,12,1854.5,154.54166666666666
T015824,13,1326.25,102.01923076923077
T015825,9,574.25,63.80555555555556
T015826,14,1917.25,136.94642857142858
T015827,14,743.0,53.07142857142857
T015828,13,1787.25,137.48076923076923
T015829,16,2110.75,131.921875
T01583,7,644.0,92.0
T015830,10,1122.5,112.25
T015831,12,1192.75,99.39583333333333
T015832,13,1328.5,102.1923076923077
T015833,6,769.75,128.29166666666666
T015834,10,654.75,65.475
T015835,14,1046.0,74.71428571428571
T015836,14,1065.75,76.125
T015837,6,551.5,91.91666666666667
T015838,8,458.25,57.28125
T015839,10,1300.0,130.0
T01584,13,1625.5,125.03846153846153
T015840,9,727.0,80.77777777777777
T015841,14,1277.0,91.21428571428571
T015842,12,1112.0,92.66666666666667
T015843,15,1336.5,89.1
T015844,7,713.0,101.85714285714286
T015845,8,810.5,101.3125
T015846,12,1129.0,94.08333333333333
T015847,12,847.5,70.625
T015848,12,2051.5,170.95833333333334
T015849,7,746.0,106.57142857142857
T01585,8,1091.0,136.375
T015850,11,982.25,89.29545454545455
T015851,10,873.75,87.375
T015852,9,1345.0,149.44444444444446
T015853,9,1135.5,126.16666666666667
T015854,11,1407.5,127.95454545454545
T015855,15,1802.75,120.18333333333334
T015856,8,544.5,68.0625
T015857,8,967.0,120.875
T015858,11,1841.5,167.4090909090909
T015859,16,2604.25,162.765625
T01586,13,1473.75,113.36538461538461
T015860,8,700.5,87.5625
T015861,12,1728.25,144.02083333333334
T015862,10,1641.25,164.125
T015863,10,1451.0,145.1
T015864,11,972.0,88.36363636363636
T015865,7,783.0,111.85714285714286
T015866,5,803.25,160.65
T015867,7,924.0,132.0
T015868,11,1277.75,116.1590909090909
T015869,11,947.0,86.0909090909091
T01587,15,1281.5,85.43333333333334
T015870,10,1083.0,108.3
T015871,14,1290.0,92.14285714285714
T015872,13,1155.25,88.86538461538461
T015873,14,2007.25,143.375
T015874,12,1114.0,92.83333333333333
T015875,11,1598.75,145.3409090909091
T015876,12,1365.0,113.75
T015877,8,958.75,119.84375
T015878,7,869.0,124.14285714285714
T015879,13,1174.75,90.36538461538461
T01588,8,953.0,119.125
T015880,13,1102.0,84.76923076923077
T015881,11,1414.0,128.54545454545453
T015882,11,1151.25,104.6590909090909
T015883,7,617.0,88.14285714285714
T015884,16,1682.25,105.140625
T015885,14,1433.5,102.39285714285714
T015886,7,1350.0,192.85714285714286
T015887,10,1440.25,144.025
T015888,15,1154.0,76.93333333333334
T015889,13,1774.0,136.46153846153845
T01589,11,1248.0,113.45454545454545
T015890,13,878.25,67.5576923076923
T015891,10,1127.0,112.7
T015892,9,975.0,108.33333333333333
T015893,7,639.25,91.32142857142857
T015894,12,1177.0,98.08333333333333
T015895,9,1002.5,111.38888888888889
T015896,9,862.0,95.77777777777777
T015897,9,926.0,102.88888888888889
T015898,13,1496.75,115.13461538461539
T015899,7,659.75,94.25
T01590,14,1557.5,111.25
T015900,6,463.0,77.16666666666667
T015901,9,956.5,106.27777777777777
T015902,14,1679.0,119.92857142857143
T015903,12,1384.25,115.35416666666667
T015904,15,1982.0,132.13333333333333
T015905,9,782.75,86.97222222222223
T015906,12,1147.0,95.58333333333333
T015907,20,1687.25,84.3625
T015908,11,1166.25,106.02272727272727
T015909,11,725.5,65.95454545454545
T01591,7,541.25,77.32142857142857
T015910,14,1505.0,107.5
T015911,11,1407.5,127.95454545454545
T015912,13,1307.25,100.5576923076923
T015913,13,1337.25,102.86538461538461
T015914,10,1105.0,110.5
T015915,8,1083.75,135.46875
T015916,13,1094.5,84.1923076923077
T015917,9,902.25,100.25
T015918,11,1103.0,100.27272727272727
T015919,11,997.75,90.70454545454545
T01592,14,1283.75,91.69642857142857
T015920,12,1934.5,161.20833333333334
T015921,6,541.5,90.25
T015922,12,1428.75,119.0625
T015923,9,1018.75,113.19444444444444
T015924,9,954.5,106.05555555555556
T015925,3,182.75,60.916666666666664
T015926,9,872.5,96.94444444444444
T015927,11,1010.5,91.86363636363636
T015928,10,1286.75,128.675
T015929,17,1454.0,85.52941176470588
T01593,6,573.5,95.58333333333333
T015930,12,1405.0,117.08333333333333
T015931,7,683.0,97.57142857142857
T015932,10,955.75,95.575
T015933,10,1186.0,118.6
T015934,7,608.75,86.96428571428571
T015935,4,534.0,133.5
T015936,16,1783.5,111.46875
T015937,6,510.0,85.0
T015938,11,932.25,84.75
T015939,11,1309.0,119.0
T01594,9,833.0,92.55555555555556
T015940,7,668.0,95.42857142857143
T015941,7,852.75,121.82142857142857
T015942,12,1266.25,105.52083333333333
T015943,7,618.75,88.39285714285714
T015944,6,620.0,103.33333333333333
T015945,8,626.0,78.25
T015946,7,663.5,94.78571428571429
T015947,10,1013.5,101.35
T015948,8,348.5,43.5625
T015949,8,725.5,90.6875
T01595,8,641.0,80.125
T015950,7,1014.5,144.92857142857142
T015951,14,1230.5,87.89285714285714
T015952,9,580.75,64.52777777777777
T015953,3,274.5,91.5
T015954,9,1032.0,114.66666666666667
T015955,7,1004.5,143.5
T015956,7,1185.5,169.35714285714286
T015957,9,1145.5,127.27777777777777
T015958,7,497.0,71.0
T015959,9,739.0,82.11111111111111
T01596,12,1121.5,93.45833333333333
T015960,9,884.5,98.27777777777777
T015961,10,1259.0,125.9
T015962,11,1131.25,102.8409090909091
T015963,6,814.5,135.75
T015964,10,1269.0,126.9
T015965,10,918.0,91.8
T015966,4,360.75,90.1875
T015967,8,724.5,90.5625
T015968,7,404.0,57.714285714285715
T015969,11,1335.0,121.36363636363636
T01597,8,1024.0,128.0
T015970,7,515.5,73.64285714285714
T015971,8,615.0,76.875
T015972,11,1182.0,107.45454545454545
T015973,8,664.0,83.0
T015974,19,1809.25,95.22368421052632
T015975,16,1859.5,116.21875
T015976,7,1093.0,156.14285714285714
T015977,12,1363.75,113.64583333333333
T015978,14,1461.5,104.39285714285714
T015979,17,1778.25,104.6029411764706
T01598,7,664.5,94.92857142857143
T015980,10,1077.75,107.775
T015981,5,384.5,76.9
T015982,5,712.0,142.4
T015983,17,1703.0,100.17647058823529
T015984,11,1223.25,111.20454545454545
T015985,13,1210.0,93.07692307692308
T015986,8,542.0,67.75
T015987,13,1662.0,127.84615384615384
T015988,7,673.5,96.21428571428571
T015989,8,716.25,89.53125
T01599,9,665.5,73.94444444444444
T015990,10,772.5,77.25
T015991,14,1940.0,138.57142857142858
T015992,9,1321.5,146.83333333333334
T015993,8,1306.0,163.25
T015994,6,1045.0,174.16666666666666
T015995,11,944.0,85.81818181818181
T015996,8,1141.75,142.71875
T015997,8,653.0,81.625
T015998,19,2078.0,109.36842105263158
T015999,11,988.5,89.86363636363636
T01600,12,1176.25,98.02083333333333
T016000,8,782.0,97.75
T016001,9,802.5,89.16666666666667
T016002,8,682.0,85.25
T016003,11,1217.5,110.68181818181819
T016004,14,1674.5,119.60714285714286
T016005,13,1616.5,124.34615384615384
T016006,14,1672.25,119.44642857142857
T016007,11,1259.0,114.45454545454545
T016008,7,1012.75,144.67857142857142
T016009,9,680.5,75.61111111111111
T01601,12,1039.5,86.625
T016010,11,1343.5,122.13636363636364
T016011,7,709.0,101.28571428571429
T016012,10,804.0,80.4
T016013,11,1145.5,104.13636363636364
T016014,12,1471.0,122.58333333333333
T016015,11,747.5,67.95454545454545
T016016,18,1629.75,90.54166666666667
T016017,12,1174.25,97.85416666666667
T016018,11,992.0,90.18181818181819
T016019,12,1367.5,113.95833333333333
T01602,13,1567.25,120.5576923076923
T016020,13,1694.25,130.32692307692307
T016021,12,1035.0,86.25
T016022,11,1139.25,103.56818181818181
T016023,13,1091.5,83.96153846153847
T016024,8,1688.0,211.0
T016025,8,640.0,80.0
T016026,4,522.25,130.5625
T016027,8,782.25,97.78125
T016028,10,1166.0,116.6
T016029,5,665.5,133.1
T01603,6,462.0,77.0
T016030,14,1463.75,104.55357142857143
T016031,12,1339.0,111.58333333333333
T016032,10,789.5,78.95
T016033,12,1003.0,83.58333333333333
T016034,16,1774.5,110.90625
T016035,11,1814.0,164.9090909090909
T016036,14,1510.0,107.85714285714286
T016037,11,1049.0,95.36363636363636
T016038,9,843.0,93.66666666666667
T016039,3,303.0,101.0
T01604,14,1920.0,137.14285714285714
T016040,11,854.0,77.63636363636364
T016041,8,549.5,68.6875
T016042,5,565.0,113.0
T016043,9,712.0,79.11111111111111
T016044,4,304.5,76.125
T016045,14,1703.25,121.66071428571429
T016046,11,1199.0,109.0
T016047,6,609.25,101.54166666666667
T016048,11,1670.0,151.8181818181818
T016049,13,1582.25,121.71153846153847
T01605,8,661.5,82.6875
T016050,10,1341.0,134.1
T016051,10,699.0,69.9
T016052,14,1381.25,98.66071428571429
T016053,9,887.25,98.58333333333333
T016054,10,764.25,76.425
T016055,15,1673.5,111.56666666666666
T016056,8,1076.5,134.5625
T016057,13,1364.5,104.96153846153847
T016058,10,1129.25,112.925
T016059,6,417.75,69.625
T01606,9,721.0,80.11111111111111
T016060,17,1494.5,87.91176470588235
T016061,9,766.75,85.19444444444444
T016062,12,975.0,81.25
T016063,9,1095.0,121.66666666666667
T016064,14,1981.0,141.5
T016065,6,699.75,116.625
T016066,13,1144.25,88.01923076923077
T016067,11,855.75,77.79545454545455
T016068,11,1106.0,100.54545454545455
T016069,12,1177.5,98.125
T01607,14,1059.0,75.64285714285714
T016070,10,1121.0,112.1
T016071,13,937.5,72.11538461538461
T016072,12,1386.5,115.54166666666667
T016073,4,522.5,130.625
T016074,13,1188.0,91.38461538461539
T016075,10,974.5,97.45
T016076,6,730.0,121.66666666666667
T016077,7,855.75,122.25
T016078,18,2090.5,116.13888888888889
T016079,8,504.75,63.09375
T01608,8,698.5,87.3125
T016080,11,854.0,77.63636363636364
T016081,7,610.5,87.21428571428571
T016082,12,921.75,76.8125
T016083,2,206.0,103.0
T016084,8,1331.25,166.40625
T016085,7,739.75,105.67857142857143
T016086,13,1672.25,128.6346153846154
T016087,4,331.5,82.875
T016088,12,2022.5,168.54166666666666
T016089,12,1677.0,139.75
T01609,14,1702.0,121.57142857142857
T016090,6,427.5,71.25
T016091,6,567.0,94.5
T016092,13,1644.0,126.46153846153847
T016093,12,1103.25,91.9375
T016094,9,820.5,91.16666666666667
T016095,14,1392.75,99.48214285714286
T016096,15,1628.5,108.56666666666666
T016097,13,2105.0,161.92307692307693
T016098,6,698.75,116.45833333333333
T016099,12,1136.5,94.70833333333333
T01610,7,825.0,117.85714285714286
T016100,17,1514.5,89.08823529411765
T016101,10,1374.0,137.4
T016102,14,1996.5,142.60714285714286
T016103,7,1035.0,147.85714285714286
T016104,4,971.5,242.875
T016105,14,1531.5,109.39285714285714
T016106,13,1439.5,110.73076923076923
T016107,10,1281.0,128.1
T016108,11,987.25,89.75
T016109,14,1685.0,120.35714285714286
T01611,11,1110.0,100.9090909090909
T016110,12,1261.25,105.10416666666667
T016111,16,1654.0,103.375
T016112,10,940.75,94.075
T016113,11,1658.0,150.72727272727272
T016114,6,528.5,88.08333333333333
T016115,11,1055.0,95.9090909090909
T016116,12,1211.75,100.97916666666667
T016117,10,714.75,71.475
T016118,8,535.5,66.9375
T016119,14,1102.5,78.75
T01612,16,1896.75,118.546875
T016120,8,826.25,103.28125
T016121,8,873.75,109.21875
T016122,11,1157.0,105.18181818181819
T016123,8,770.25,96.28125
T016124,12,1467.5,122.29166666666667
T016125,12,1875.25,156.27083333333334
T016126,11,1083.5,98.5
T016127,10,1636.5,163.65
T016128,13,1241.75,95.51923076923077
T016129,13,1815.25,139.6346153846154
T01613,10,930.75,93.075
T016130,12,1074.75,89.5625
T016131,17,863.5,50.794117647058826
T016132,11,694.0,63.09090909090909
T016133,12,767.0,63.916666666666664
T016134,10,830.5,83.05
T016135,8,663.0,82.875
T016136,16,1919.5,119.96875
T016137,13,896.75,68.98076923076923
T016138,10,881.0,88.1
T016139,12,1329.0,110.75
T01614,12,1093.0,91.08333333333333
T016140,9,972.0,108.0
T016141,9,766.0,85.11111111111111
T016142,9,797.5,88.61111111111111
T016143,13,1402.25,107.86538461538461
T016144,12,1369.5,114.125
T016145,7,719.75,102.82142857142857
T016146,7,1040.0,148.57142857142858
T016147,12,1082.0,90.16666666666667
T016148,11,1152.0,104.72727272727273
T016149,6,410.0,68.33333333333333
T01615,12,1051.0,87.58333333333333
T016150,7,992.0,141.71428571428572
T016151,9,875.25,97.25
T016152,9,500.5,55.611111111111114
T016153,17,1843.0,108.41176470588235
T016154,12,1328.5,110.70833333333333
T016155,11,943.0,85.72727272727273
T016156,13,702.75,54.05769230769231
T016157,9,541.25,60.138888888888886
T016158,10,1383.5,138.35
T016159,3,169.0,56.333333333333336
T01616,7,780.25,111.46428571428571
T016160,10,1025.0,102.5
T016161,15,1452.75,96.85
T016162,11,1181.0,107.36363636363636
T016163,11,1759.75,159.97727272727272
T016164,12,1643.0,136.91666666666666
T016165,9,892.0,99.11111111111111
T016166,6,591.5,98.58333333333333
T016167,9,1080.0,120.0
T016168,11,1804.5,164.04545454545453
T016169,12,1828.0,152.33333333333334
T01617,16,2206.75,137.921875
T016170,10,963.0,96.3
T016171,8,993.0,124.125
T016172,14,1205.25,86.08928571428571
T016173,10,1113.0,111.3
T016174,7,917.25,131.03571428571428
T016175,10,1388.75,138.875
T016176,10,816.0,81.6
T016177,10,1189.5,118.95
T016178,7,592.0,84.57142857142857
T016179,8,742.25,92.78125
T01618,9,1474.75,163.86111111111111
T016180,16,1727.75,107.984375
T016181,10,1420.5,142.05
T016182,8,440.0,55.0
T016183,8,524.0,65.5
T016184,9,1030.75,114.52777777777777
T016185,10,647.5,64.75
T016186,7,595.5,85.07142857142857
T016187,11,1420.25,129.11363636363637
T016188,7,623.5,89.07142857142857
T016189,11,983.5,89.4090909090909
T01619,11,953.25,86.6590909090909
T016190,16,1700.75,106.296875
T016191,10,867.75,86.775
T016192,12,1335.75,111.3125
T016193,6,334.25,55.708333333333336
T016194,11,1583.5,143.95454545454547
T016195,7,456.0,65.14285714285714
T016196,12,1054.75,87.89583333333333
T016197,10,1149.25,114.925
T016198,13,1740.75,133.90384615384616
T016199,6,1286.75,214.45833333333334
T01620,10,1091.0,109.1
T016200,11,1582.0,143.8181818181818
T016201,6,1039.5,173.25
T016202,10,810.0,81.0
T016203,8,1043.0,130.375
T016204,10,940.0,94.0
T016205,9,1129.5,125.5
T016206,11,1204.5,109.5
T016207,11,1507.0,137.0
T016208,8,767.5,95.9375
T016209,9,693.5,77.05555555555556
T01621,10,893.5,89.35
T016210,10,629.0,62.9
T016211,13,1218.0,93.6923076923077
T016212,7,382.5,54.642857142857146
T016213,12,1232.0,102.66666666666667
T016214,5,608.5,121.7
T016215,16,2065.5,129.09375
T016216,11,979.75,89.06818181818181
T016217,9,1277.75,141.97222222222223
T016218,10,1015.25,101.525
T016219,10,1411.25,141.125
T01622,8,1262.0,157.75
T016220,14,1528.5,109.17857142857143
T016221,6,392.5,65.41666666666667
T016222,8,489.75,61.21875
T016223,10,1396.0,139.6
T016224,16,1557.25,97.328125
T016225,11,1147.25,104.29545454545455
T016226,10,1129.0,112.9
T016227,9,890.25,98.91666666666667
T016228,11,1155.5,105.04545454545455
T016229,12,1497.0,124.75
T01623,11,1090.5,99.13636363636364
T016230,6,480.0,80.0
T016231,15,1079.5,71.96666666666667
T016232,13,1276.75,98.21153846153847
T016233,15,1715.5,114.36666666666666
T016234,10,651.75,65.175
T016235,10,1108.75,110.875
T016236,5,836.0,167.2
T016237,7,805.0,115.0
T016238,13,1664.5,128.03846153846155
T016239,8,889.75,111.21875
T01624,14,1289.0,92.07142857142857
T016240,10,726.25,72.625
T016241,14,1958.25,139.875
T016242,15,1759.25,117.28333333333333
T016243,17,1479.75,87.04411764705883
T016244,9,994.0,110.44444444444444
T016245,12,1477.0,123.08333333333333
T016246,16,1886.75,117.921875
T016247,11,1308.75,118.97727272727273
T016248,14,765.25,54.660714285714285
T016249,12,1455.25,121.27083333333333
T01625,3,97.0,32.333333333333336
T016250,8,975.0,121.875
T016251,11,1181.5,107.4090909090909
T016252,12,1100.0,91.66666666666667
T016253,12,1205.75,100.47916666666667
T016254,14,1677.25,119.80357142857143
T016255,14,1404.0,100.28571428571429
T016256,13,1040.75,80.0576923076923
T016257,12,1082.0,90.16666666666667
T016258,16,1145.75,71.609375
T016259,7,928.5,132.64285714285714
T01626,9,838.5,93.16666666666667
T016260,13,1147.0,88.23076923076923
T016261,8,812.5,101.5625
T016262,8,982.25,122.78125
T016263,7,534.5,76.35714285714286
T016264,8,795.25,99.40625
T016265,9,726.0,80.66666666666667
T016266,12,1532.5,127.70833333333333
T016267,10,997.5,99.75
T016268,14,1581.0,112.92857142857143
T016269,10,813.0,81.3
T01627,16,2044.0,127.75
T016270,7,488.25,69.75
T016271,14,1644.75,117.48214285714286
T016272,10,914.25,91.425
T016273,15,1480.5,98.7
T016274,7,838.75,119.82142857142857
T016275,12,1467.75,122.3125
T016276,5,1067.0,213.4
T016277,12,1160.75,96.72916666666667
T016278,8,1060.0,132.5
T016279,12,966.5,80.54166666666667
T01628,10,1123.75,112.375
T016280,10,1218.0,121.8
T016281,16,1217.25,76.078125
T016282,11,902.25,82.02272727272727
T016283,7,1024.5,146.35714285714286
T016284,17,1648.0,96.94117647058823
T016285,7,478.0,68.28571428571429
T016286,11,629.5,57.22727272727273
T016287,4,512.0,128.0
T016288,9,822.25,91.36111111111111
T016289,10,1105.75,110.575
T01629,16,1933.0,120.8125
T016290,9,1152.5,128.05555555555554
T016291,11,971.25,88.29545454545455
T016292,6,493.75,82.29166666666667
T016293,10,1188.5,118.85
T016294,11,1309.75,119.06818181818181
T016295,10,601.75,60.175
T016296,16,1306.0,81.625
T016297,9,990.0,110.0
T016298,16,1430.25,89.390625
T016299,10,1284.0,128.4
T01630,14,1651.5,117.96428571428571
T016300,15,1611.5,107.43333333333334
T016301,7,541.5,77.35714285714286
T016302,8,437.0,54.625
T016303,13,1283.0,98.6923076923077
T016304,13,1761.25,135.48076923076923
T016305,14,1770.0,126.42857142857143
T016306,5,657.5,131.5
T016307,10,922.0,92.2
T016308,12,1110.75,92.5625
T016309,9,600.5,66.72222222222223
T01631,9,753.25,83.69444444444444
T016310,13,2265.25,174.25
T016311,13,1777.25,136.71153846153845
T016312,10,825.75,82.575
T016313,11,984.25,89.47727272727273
T016314,13,1609.0,123.76923076923077
T016315,8,1098.0,137.25
T016316,4,712.0,178.0
T016317,6,1127.0,187.83333333333334
T016318,12,1916.0,159.66666666666666
T016319,7,579.75,82.82142857142857
T01632,6,402.0,67.0
T016320,5,391.5,78.3
T016321,9,1487.0,165.22222222222223
T016322,6,483.5,80.58333333333333
T016323,10,566.25,56.625
T016324,13,1174.5,90.34615384615384
T016325,11,1381.0,125.54545454545455
T016326,7,1068.25,152.60714285714286
T016327,18,1830.0,101.66666666666667
T016328,7,647.75,92.53571428571429
T016329,7,614.0,87.71428571428571
T01633,13,1378.5,106.03846153846153
T016330,11,733.25,66.6590909090909
T016331,11,1183.75,107.61363636363636
T016332,10,1326.75,132.675
T016333,17,1721.0,101.23529411764706
T016334,8,969.0,121.125
T016335,8,463.25,57.90625
T016336,8,821.0,102.625
T016337,10,1269.5,126.95
T016338,9,789.25,87.69444444444444
T016339,10,723.75,72.375
T01634,13,1426.5,109.73076923076923
T016340,9,672.0,74.66666666666667
T016341,6,890.25,148.375
T016342,7,614.0,87.71428571428571
T016343,14,1541.75,110.125
T016344,5,295.75,59.15
T016345,14,1581.25,112.94642857142857
T016346,12,857.25,71.4375
T016347,7,498.0,71.14285714285714
T016348,7,1076.5,153.78571428571428
T016349,9,564.5,62.72222222222222
T01635,6,443.0,73.83333333333333
T016350,11,765.75,69.61363636363636
T016351,14,2338.0,167.0
T016352,12,1831.25,152.60416666666666
T016353,13,1383.0,106.38461538461539
T016354,12,853.5,71.125
T016355,15,2193.5,146.23333333333332
T016356,8,1030.5,128.8125
T016357,9,812.75,90.30555555555556
T016358,6,459.0,76.5
T016359,11,1214.25,110.38636363636364
T01636,14,1549.0,110.64285714285714
T016360,9,888.75,98.75
T016361,9,635.0,70.55555555555556
T016362,11,1204.75,109.52272727272727
T016363,15,1648.0,109.86666666666666
T016364,15,1683.25,112.21666666666667
T016365,4,495.0,123.75
T016366,5,555.0,111.0
T016367,12,1581.0,131.75
T016368,12,1169.0,97.41666666666667
T016369,12,1252.5,104.375
T01637,12,898.5,74.875
T016370,10,1071.0,107.1
T016371,12,1447.0,120.58333333333333
T016372,12,1852.25,154.35416666666666
T016373,8,1335.0,166.875
T016374,5,600.25,120.05
T016375,10,810.0,81.0
T016376,11,1032.25,93.8409090909091
T016377,9,964.25,107.13888888888889
T016378,12,1343.0,111.91666666666667
T016379,8,987.5,123.4375
T01638,13,1618.5,124.5
T016380,10,804.25,80.425
T016381,6,450.0,75.0
T016382,9,650.25,72.25
T016383,14,1899.5,135.67857142857142
T016384,10,1167.25,116.725
T016385,19,2290.25,120.53947368421052
T016386,11,1018.0,92.54545454545455
T016387,8,826.0,103.25
T016388,12,1469.25,122.4375
T016389,8,611.0,76.375
T01639,9,626.0,69.55555555555556
T016390,5,388.5,77.7
T016391,6,390.0,65.0
T016392,11,1313.25,119.38636363636364
T016393,12,1740.75,145.0625
T016394,11,1502.75,136.61363636363637
T016395,10,983.5,98.35
T016396,13,1791.0,137.76923076923077
T016397,11,1550.0,140.9090909090909
T016398,8,793.5,99.1875
T016399,11,1157.25,105.20454545454545
T01640,13,1067.5,82.11538461538461
T016400,7,600.0,85.71428571428571
